Northing,Easting,LS_Pos,Measured,SSURGO_RV,ArcSIE_SSU,SS_Manual,SDM,OSD,twi_5m,slope_5m,mrvbf_5m,mrrtf_5m,aachn_5m,elev_5m,twi_10m,slope_10m,mrvbf_10m,mrrtf_10m,aachn_10m,elev10m,twi_30m,slope_30m,mrvbf_30m,mrrtf_30m,aachn_30m,elev_30m,twi_90m,slope_90m,mrvbf_90m,mrrtf_90m,aachn_90m,elev_90m,Pred_Depth_5m_MLR,Pred_Depth_90m_MLR,Pred_Depth_5m_DT,Pred_Depth_90m_DT,Pred_Depth_5m_RF
4261467.33,531031.984,RT,155,64,195.829498,229,229,229,8.8458004,3.2211001,0.2651,3.7948,4.1894999,238.257996,9.6061001,2.8345699,1.5775,2.8740001,8.0255003,238.363007,11.0417995,2.3392701,0.4653,2.6515,28.7476006,238.365997,12.9445,1.80942,0.2021,4.5946002,47.4569016,238.845001,177.0984234,174.2630383,176.6666667,167.0769231,166.5498333
4261620.79,531389.172,RT,200,64,191.548431,229,229,229,6.9833999,5.2347999,0.0666,5.9377999,8.7656002,246.787003,8.0522003,4.8965201,0.2215,3.0253999,12.3151999,246.628006,9.6201,3.4715199,0.0103,3.8317001,26.5184002,246.104996,12.7591,0.407229,4.5661001,5.7378998,52.3546982,244.121002,187.6533918,207.150825,195.5833333,179.3846154,188.5566667
4262672.39,527987.572,RT,200,64,134.8815,229,229,229,7.4603,8.2687998,0.2186,0.0527,4.4776001,211.531998,8.3097,7.3678398,0.6532,0.2463,5.9282999,211.727005,9.8191004,4.3964,2.7944,1.8605,14.5809002,212.397003,12.0691004,2.9742301,6.1022,1.0832,33.1217003,211.951996,126.8125316,168.7137435,176.6666667,179.3846154,168.9261667
4261505.1,526658.088,RT,190,74,189.398666,71,80,76,8.7993002,5.0643001,0.2115,0.067,3.7327001,202.013001,9.3295002,5.34937,1.1402,0.2519,6.3986001,202.100998,10.2957001,6.43958,0.2276,0.7356,21.0739002,202.968002,11.5698996,4.87146,5.2716999,1.8594,30.1802006,205.421005,135.3540464,167.6572065,136.375,179.3846154,168.1103333
4257578.79,524005.154,RT,80,74,200.129807,71,80,76,8.0319004,2.4805,0.0172,2.9123001,11.2117004,174.156006,8.7574997,3.71175,0.1639,1.885,12.7075996,174.145996,9.6760998,7.9429798,0.0702,0.8832,19.1900005,173.524994,11.7944002,8.4264803,0.1171,1.654,21.6000004,171.184006,159.2081336,134.7632763,136.375,167.0769231,120.7761667
4257314.2,523386.027,RT,175,137,144.446259,155,181,165,6.5207,9.4782,0.0211,2.9575,13.5802002,176.378006,7.9018998,6.9215398,0.192,1.8195,14.8577995,176.044998,9.4877996,5.9124498,0.004,1.049,21.7546005,176.104004,11.3621998,5.8255401,0.0466,0.8858,24.8659992,174.173996,140.2286602,133.1957854,136.375,121.95,150.8898333
4257195.14,522661.068,RT,192,81,200.699722,201,178,152,8.2375002,1.5101,0.0253,3.9215,18.4482994,176.044006,8.8973999,1.33487,0.2194,2.9517,18.6947002,176.091995,10.7486,1.07836,0.012,1.9888,27.0767994,176.167999,11.2413998,5.9612098,0.0086,1.3186001,27.6543007,175.817993,160.924785,136.4768297,195.5833333,167.0769231,171.5478333
4257105.01,522078.84,RT,200,81,196.821671,201,178,152,7.6145,4.6933999,0.0422,3.9500999,8.2517004,156.561997,8.2992001,5.70327,0.2318,1.6473,8.6345997,156.434006,9.8383999,5.8312502,0.168,1.7958,8.8664999,156.434006,11.5206003,3.62765,6.9415998,1.9581,8.6006002,156.141007,169.2620461,178.7822441,174.6,179.3846154,183.272
4259132.02,522839.419,RT,115,81,102.686729,201,178,152,6.8764,9.9526997,0.0443,4.9766998,24.3024006,225.414002,7.6829,8.5571003,0.1908,1.3317,29.0046005,225.744995,9.8577995,2.9489999,0.0067,3.4022,49.1982994,226.563995,11.8238001,3.68261,0.0117,2.7019,69.3504028,226.751999,143.8029238,153.159149,100.1875,167.0769231,128.7125
4259878.02,523099.061,RT,120,81,111.686935,201,178,152,8.6709995,9.2664003,0.2088,1.2016,16.5275993,209.891007,9.2376003,9.2597599,0.6387,0.1616,19.7768002,210.203003,10.0146999,8.9018097,0.1371,0.8951,30.4776001,209.828995,11.2427998,11.2035999,0.0041,0.9745,49.1495018,209.755997,118.2814932,122.6187713,136.375,167.0769231,132.8618333
4259688.96,524633.744,RT,190,79,200.498733,188,174,188,7.6675,2.2004001,0.0351,4.4200001,23.2987003,221.873001,8.5334997,2.0244,0.1638,2.9907999,30.5804005,221.925995,10.3654003,1.47566,0.0108,2.7607,45.3688011,221.727997,11.7687998,6.97786,0.0061,1.7793,57.2840004,221.061005,157.2047077,138.3363637,195.5833333,167.0769231,185.9333333
4259924.44,524535.848,RT,185,79,191.262299,188,174,188,8.0348997,4.493,0.0967,3.5214,17.3547993,220.320007,8.5908003,5.9391699,0.5573,0.5648,23.1086998,220.154007,10.2302999,7.22435,0.2473,0.6599,39.3235016,220.154007,11.3022003,12.3987999,0.2148,0.3407,50.4626007,217.306,151.6828247,115.6393183,176.6666667,121.95,170.0401667
4260371.95,528145.467,RT,200,76,200.290527,229,229,229,7.9703002,2.6406,0.0489,4.9858999,8.9207001,208.615006,8.8441,2.72614,0.5946,3.9821999,17.3995991,208.520996,10.7096004,2.6516099,0.0895,2.9902999,35.6817017,208.505997,12.2510996,2.8691599,4.1086001,1.9881999,42.7616005,207.636993,183.5485845,167.5601893,195.5833333,179.3846154,191.8228333
4256949.99,526144.95,RT,145,137,188.382477,155,181,165,7.2707,6.8105001,0.1088,3.8652999,15.0790005,211.138001,8.1985998,5.1560702,0.2493,1.9417,18.2879009,211.335007,9.9588003,7.9166498,0.1502,1.676,28.0596008,210.432999,11.2707996,5.0071902,0.0091,1.5567,38.2258987,211.75,153.3557783,140.5125917,136.375,167.0769231,149.0111667
4256946.38,526297.51,RT,182,74,150.730362,71,80,76,6.8579001,8.3291998,0.0407,2.2658999,4.1327,197.197006,7.8551998,8.40028,0.2072,0.6855,5.9679999,197.304993,10.8128004,7.59763,0.5166,0.3378,13.8771,195.876999,12.3304996,7.51718,0.7601,0.132,20.8530006,195.876999,149.8962584,126.4679648,136.375,121.95,164.4865
4256931.28,526293.98,RT,170,74,183.233536,134,111,102,7.1830001,6.8506999,0.02,2.5676999,4.3920002,197.332993,7.9840999,7.4571199,0.1647,1.1467,5.5632,197.070007,10.0718002,8.2450504,0.2502,0.644,13.6367998,196.453995,12.3304996,7.51718,0.7601,0.132,20.8530006,195.876999,155.962236,126.4679648,136.375,121.95,166.1155
4257081.27,526474.362,SS,86,86,92.086349,109,125,105,7.3218999,19.1075993,0.0705,0.1082,10.5506001,188.050995,7.9671998,19.7705002,0.0107,0.0038,10.8649998,188.643997,8.8550997,28.2224007,0.0011,0.0002,11.0151997,186.779007,12.5974998,6.1308498,2.5580001,0.0212,8.3170996,186.809006,93.66435818,136.6691238,100.1875,88.3,91.94583333
4256175.7,530018.445,SS,105,137,92.687592,134,111,102,8.0951004,14.3064003,0.1359,0.0738,20.1315994,202.610001,8.3247995,21.2754002,0.0016,0.0009,19.9480991,202.143997,8.9823999,25.3029003,0.0003,0.0027,20.9972992,202.981995,10.9825001,15.5278997,0.0589,0.1538,27.2140999,203.966995,89.86479383,106.8213198,100.1875,121.95,98.59183333
4256742.36,530687.313,SS,63,61,92.841629,122,77,77,7.3231001,15.8610001,0.052,0.2117,4.006,201.856003,8.3386002,15.1068001,0.0746,0.0808,3.9219,201.955002,10.8132,13.6316004,0.0623,0.2502,12.5384998,202.684998,11.6821003,10.4898996,0.6659,0.1207,8.2751999,198.199997,111.9046028,119.7747557,100.1875,88.3,79.47716667
4257816.65,530893.688,SS,160,64,102.280258,229,229,229,8.2929001,7.0114999,0.2465,5.5794001,2.1633,220.085007,8.9799995,7.2620602,0.7501,0.1617,3.6314001,220.089005,10.1705999,6.53583,0.5815,3.6754999,10.3530998,220.576996,12.2896996,1.51535,6.6079998,4.4421,33.5287018,222.235992,189.8313359,203.0732473,174.6,179.3846154,161.3485
4257776.58,532730.388,SS,104,137,93.562561,122,77,77,8.1239996,11.7537003,0.113,0.0987,3.2543001,236.899002,8.7007999,12.7307997,0.3688,0.0799,3.9574001,237.029007,9.8288002,13.7441998,0.1627,0.1206,11.6574001,236.529999,12.6834002,5.4191899,0.9493,0.0045,33.1632996,232.703995,121.2010776,130.5872904,100.1875,112.6923077,112.5671667
4258610.36,531125.417,SS,101,127,92.027184,109,125,105,8.3158998,20.6564999,0.0782,0.0856,4.7958002,207.865006,8.9651003,20.2905006,0.0297,0.0011,11.0717001,208.533005,11.1821003,16.6765003,0.4709,0.0006,19.5723991,206.828995,12.7516003,13.6630001,0.1847,0.2108,30.530899,211.281998,98.53499971,111.7585862,100.1875,121.95,103.1226667
4256589.85,529135.76,SS,140,127,92.756233,134,111,102,7.3241,17.1142006,0.0652,0.1339,4.0713,174.214996,8.1147003,16.3332005,0.0305,0.0539,4.4815998,173.873001,9.4735003,16.5298004,0.0277,0.024,3.8359001,172.164993,13.4315004,10.0541,0.9303,0.0075,1.023,168.110001,108.1620504,120.9188482,100.1875,140.5384615,115.5658333
4257728.02,528891.123,SS,80,137,92.206337,134,111,102,7.3740001,13.2874002,0.1426,0.0754,3.6338999,193.151993,8.0422001,13.6115999,0.5476,0.0361,4.5544,193.294998,11.9623003,9.3437901,0.8368,0.0463,17.9923,191.432007,11.2600002,15.5523005,0.255,0.0277,30.8913002,193.862,116.9096435,106.5854401,100.1875,88.3,90.83816667
4258008.47,528708.56,SS,70,61,92.875397,122,77,77,7.4059,13.6844997,0.0764,1.1313,9.2192001,173.975006,8.2863998,12.4510002,0.1837,0.2299,9.4078999,174.222,9.5972996,13.9661999,0.03,0.1639,9.7110996,174.222,15.1028004,10.4832001,0.7218,0.033,8.5407,168.098007,118.4727983,119.2889085,100.1875,88.3,85.942
4258579.98,528658.289,SS,105,137,92.977989,134,111,102,7.3120999,14.0615997,0.078,0.1859,10.5323,176.244995,8.1756001,13.6969995,0.182,0.0962,12.6085997,176.003006,9.4497004,16.3262997,0.0163,0.0826,13.2714996,176.225006,11.0846004,14.8621998,0.0235,0.508,15.4279003,176.225006,105.9507324,111.0966136,100.1875,121.95,99.8535
4258831.33,527835.433,SS,118,61,69.565308,122,77,77,7.4482002,32.3638,0.0171,0.06,1.0880001,167.106995,8.0997,26.968399,0.0004,0.0001,2.3283999,166.925003,9.2919998,22.8680992,0.026,0.0001,4.6479998,168.548996,14.8133001,5.94978,0.9162,0.0123,7.7497001,165.313995,77.23386298,129.4023685,100.1875,112.6923077,117.0208333
4260893.64,530680.99,SS,126,137,93.647743,134,111,102,7.8842001,12.7382002,0.1258,0.0871,10.1863003,231.658005,8.6836996,12.6894999,0.5372,0.0447,21.3941994,231.630005,9.9104004,12.7755003,0.4416,0.0883,38.6435013,230.852005,11.6500998,9.6374903,0.1532,0.7618,42.7729988,231.074997,108.4615696,124.715165,100.1875,121.95,113.5545
4261076.21,530919.115,SS,60,137,92.483017,134,111,102,7.7360001,18.0937004,0.0956,0.09,17.3568993,230.934998,8.4726,17.1933002,0.0924,0.0114,21.7621002,231.397995,9.7182999,19.1588993,0.0238,0.0019,32.7839012,229.815994,11.0085001,13.4771996,0.0347,0.5976,44.2391014,234.783005,85.58476162,114.7926381,100.1875,121.95,84.07783333
4260708.43,530903.24,SS,83,61,91.358063,122,77,77,6.7349,24.7367992,0.0251,0.1429,4.0799999,196.158997,7.6599998,22.4783001,0.0013,0.0021,4.2916999,195.485001,9.3871002,18.9487,0.013,0.0089,7.3913002,195.641007,11.4604998,15.9799004,0.2114,0.0021,14.5522003,203.160004,90.926791,105.2771857,100.1875,112.6923077,97.2875
4262681.2,530272.407,SS,120,64,95.442093,134,111,102,8.1300001,11.1154003,0.0913,0.1763,11.4130001,223.820999,8.6970997,12.1091003,0.1697,0.1942,14.2358999,224.009995,9.9090004,14.6241999,0.1705,0.0624,16.5429993,222.921997,11.4771004,12.3044004,0.0408,0.5726,31.1963997,223.126999,111.225171,117.0357304,100.1875,121.95,111.6946667
4261629.93,529448.075,SS,140,61,69.046631,122,77,77,7.2261,24.0270004,0.0375,0.1075,1.3164999,187.255997,9.6111002,22.0007,0.0067,0.0025,0.8907,186.485992,10.8873997,22.0720997,0.003,0.0013,12.5707998,189.763001,11.9162998,18.8311996,0.0231,0.02,13.2535,189.763001,96.31569349,98.65419435,100.1875,112.6923077,126.7761667
4262349.6,528527.323,SS,110,61,91.988297,122,77,77,6.9822998,25.3318996,0.0273,0.1207,9.3223,192.914002,7.7233,24.7518005,0.0006,0.0007,8.7615004,192.192001,9.3312998,19.8831997,0.0098,0.0157,9.4400997,192.410004,13.5132999,12.6696997,0.2627,0.2877,20.2392998,198.311997,81.4942501,114.8408708,100.1875,121.95,110.5268333
4261428.13,528222.874,SS,97,61,69.485123,122,77,77,7.4362001,23.3511009,0.091,0.0571,0.7657,168.186005,8.3037996,20.0799999,0.0257,0.0038,1.1086,168.570999,10.1363001,13.4245996,0.3348,0.1028,2.0127001,168.570999,12.1967001,10.7652998,0.8075,0.0409,7.1036,174.276001,98.15905811,119.1673126,100.1875,88.3,105.9563333
4261089.7,527377.756,SS,112,86,84.939606,71,80,76,7.8706999,14.2656002,0.0915,0.1066,1.4122,172.589996,8.4534998,17.8335991,0.0299,0.0099,1.8487999,172.078995,9.0757999,27.8747005,0.0002,0.0004,6.1293001,175.061997,12.0450001,13.5723,0.5757,0.0064,8.2222996,175.061997,118.3358922,111.9832092,100.1875,112.6923077,106.3443333
4261229.93,526917.381,SS,90,86,92.928078,71,80,76,7.6501002,14.0003996,0.0637,0.2114,7.5358,188.276993,8.2175999,16.7614994,0.0255,0.0421,7.1813998,187.835999,9.3304005,21.4843998,0.0363,0.006,7.8276,185.369995,15.3333998,1.22068,3.3836999,0.0115,4.9404001,176.434006,110.8401423,150.5674115,100.1875,112.6923077,88.482
4257904.23,524113.633,SS,80,74,88.477371,71,80,76,7.8729,13.3178997,0.0956,0.1529,2.3887,153.503998,8.2393999,14.5024004,0.1698,0.1064,2.2386,153.050003,13.1626997,10.1976995,0.4047,0.3423,1.7707,151.666,16.2621994,3.6018,6.9650998,0.0374,0.0166,149.576996,119.5007316,162.3583413,100.1875,179.3846154,93.52133333
4257319.5,523468.048,SS,86,74,96.465096,71,80,76,7.5482998,10.9130001,0.1046,0.5561,7.5812998,170.037003,8.4961996,10.7431002,0.4492,0.2024,9.1293001,170.179001,9.7618999,9.41889,0.1367,0.7189,16.4927006,171.231003,11.3621998,5.8255401,0.0466,0.8858,24.8659992,174.173996,121.3210664,133.1957854,100.1875,121.95,93.12983333
4258555.64,523715.724,SS,85,74,94.128586,71,80,76,8.1668997,12.5858002,0.1008,0.1784,9.5031996,162.919006,8.8788004,11.6297998,0.3979,0.1308,10.5227003,163.278,9.8664999,11.8569002,0.1242,0.4929,9.4091997,161.826004,11.5459003,8.9407301,0.0686,0.8915,14.1343002,165.598007,110.7676449,126.8895117,100.1875,121.95,94.531
4258975.91,523405.628,SS,70,74,92.351547,71,80,76,7.7669001,18.2486,0.0954,0.09,11.6229,181.266007,8.5745001,17.4151001,0.0678,0.019,12.2158003,181.882004,9.7233,15.441,0.0208,0.1768,17.5016003,182.427994,12.1802998,12.1008997,0.4388,0.1279,21.8152008,177.151993,93.82252771,115.4513549,100.1875,88.3,83.00783333
4259346.21,523633.521,SS,110,81,87.530334,201,178,152,7.4232001,12.6873999,0.1009,0.1093,2.513,163.968994,8.4703999,12.1107998,0.4159,0.1138,2.2697001,163.587997,12.0987997,8.6301899,0.8687,0.0404,1.4151,163.242996,12.257,5.5809798,2.7012,0.2477,5.9624,166.007004,120.2994204,140.4245778,100.1875,121.95,106.5593333
4259465.27,523276.332,SS,92,86,97.971123,71,80,76,7.6166,11.8855,0.0174,1.0725,9.6568003,179.309006,8.3814001,14.3873997,0.0505,0.2042,9.5931997,179.292007,9.8760004,14.7643003,0.103,0.1193,10.3248997,180.175995,11.5431004,11.0490999,0.6613,0.0634,16.9122009,176.766998,121.3004486,118.0997015,100.1875,88.3,96.02283333
4258569.92,527559.056,SS,100,74,91.56633,71,80,76,7.5956001,22.1100998,0.0505,0.1065,3.8016,161.832993,8.3512001,20.9484997,0.0074,0.0025,3.8357999,161.585999,9.7542,19.8120003,0.0091,0.0103,5.3708,162.820007,11.5237999,14.2270002,0.364,0.0439,7.2558999,162.820007,96.93691248,109.9745454,100.1875,88.3,107.4843333
4260231.72,527648.049,SS,123,86,92.202789,71,80,76,7.2514,19.0247002,0.0579,0.1386,8.2571001,169.296997,7.8520002,20.4207001,0.0045,0.0072,7.7428002,168.671005,9.0843,22.5251999,0.0024,0.0052,9.2784004,169.268997,14.8432999,6.6686401,0.4878,0.0877,3.9642,162.899994,97.60021934,126.589471,100.1875,88.3,113.6941667
4256252.43,529965.528,SS,137,201,74.880493,119,112,126,7.9190998,22.1520004,0.0448,0.106,1.4054,178.391998,8.4264002,25.9239006,0.0006,0.0002,1.7974,178.893005,9.6828003,21.3118,0.0086,0.0028,4.4868999,182.113998,11.1759005,15.0150995,0.6838,0.0089,10.5670004,187.216003,100.4261505,109.5124116,100.1875,112.6923077,127.8633333
4258166.57,525547.426,SS,102,86,95.940422,71,80,76,10.0354004,9.7103004,0.1571,0.0771,0,152.917999,9.5656996,8.0285702,0.8243,0.0667,0,152.667007,10.1294003,21.0571995,0.015,0.0006,0,154.412003,13.3569002,11.6007004,0.2926,0.118,10.7898998,163.320007,130.4960179,115.72896,100.1875,88.3,121.437
4260260.3,524966.227,SS,110,86,92.707024,71,80,76,7.4454002,13.0127001,0.1001,0.1097,3.0191,184.720001,8.3094997,12.5869999,0.2336,0.161,2.9741001,184.641007,10.0458002,10.7117004,0.3723,0.2718,4.8807001,185.343994,12.6826,7.33253,1.6950001,0.0116,18.7022991,187.847,118.8064666,130.1189034,100.1875,112.6923077,103.8766667
4256894,526187,SS,86,74,92.857636,71,80,76,7.4829001,14.5310001,0.0835,0.1254,9.3344002,205.414002,8.2194004,14.4870005,0.1494,0.0775,11.9940004,205.882996,9.6059999,13.6218004,0.1074,0.2926,22.4449997,205.882996,12.3142004,7.9128599,0.3598,0.4654,25.6753998,200.406006,106.0583289,126.6823057,100.1875,121.95,90.75216667
